"Code","Name","Awaiting completion of assessment","Awaiting public funding","Awaiting further NHS non-acute care","Awaiting residential home placement or availability","Awaiting nursing home placement or availability","Awaiting care package in own home","Awaiting community equipment and adaptations","Patient or family choice","Disputes","Housing - Patients not covered by NHS and Community Care Act","Other","Total Delayed Transfers of Care","Period"
"E06000037","West Berkshire","98","31","170","109","172","136","8","0","6","0",NA,"730","July 2016"
"E10000032","West Sussex","274","135","589","322","524","529","24","319","95","84",NA,"2895","July 2016"
"E06000040","Windsor & Maidenhead","14","0","0","0","150","201","24","55","66","21",NA,"531","July 2016"
"E06000041","Wokingham","73","31","37","7","84","79","0","70","37","0",NA,"418","July 2016"
"E06000022","Bath & North East Somerset","27","28","99","90","62","69","24","53","1","0",NA,"453","July 2016"
"E06000028","Bournemouth","37","15","17","100","97","169","0","113","0","2",NA,"550","July 2016"
"E06000023","Bristol","551","6","66","235","450","259","29","69","0","7",NA,"1672","July 2016"
"E06000052","Cornwall","778","76","887","353","477","1348","77","191","3","13",NA,"4203","July 2016"
"E10000008","Devon","1209","297","1659","631","497","871","61","319","33","29",NA,"5606","July 2016"
"E10000009","Dorset","453","30","273","447","312","412","49","74","62","56",NA,"2168","July 2016"
"E10000013","Gloucestershire","508","7","336","72","86","493","19","7","0","0",NA,"1528","July 2016"
"E06000024","North Somerset","434","0","69","78","332","121","49","215","10","30",NA,"1338","July 2016"
"E06000026","Plymouth","380","59","129","20","151","11","18","268","0","32",NA,"1068","July 2016"
"E06000029","Poole","41","3","34","92","86","267","0","121","0","9",NA,"653","July 2016"
"E10000027","Somerset","620","109","783","308","489","758","22","141","0","90",NA,"3320","July 2016"
"E06000025","South Gloucestershire","148","4","92","104","408","177","0","13","6","0",NA,"952","July 2016"
"E06000030","Swindon","54","7","26","33","167","114","25","22","0","39",NA,"487","July 2016"
"E06000027","Torbay","30","14","9","48","60","35","0","32","0","0",NA,"228","July 2016"
"E06000054","Wiltshire","43","0","617","246","404","994","24","106","5","106",NA,"2545","July 2016"
"E08000025","Birmingham","682","200","599","652","1318","278","142","312","37","70",NA,"4290","July 2016"
"E08000026","Coventry","458","9","341","229","354","233","9","172","0","69",NA,"1874","July 2016"
"E08000027","Dudley","490","11","87","57","71","154","8","374","12","22",NA,"1286","July 2016"
"E06000019","Herefordshire","20","0","50","49","119","141","25","33","0","0",NA,"437","July 2016"
"E08000028","Sandwell","69","40","29","108","7","103","22","97","0","70",NA,"545","July 2016"
"E06000051","Shropshire","125","26","142","75","211","308","29","68","0","0",NA,"984","July 2016"
"E08000029","Solihull","152","7","222","127","139","68","23","148","0","39",NA,"925","July 2016"
"E10000028","Staffordshire","773","174","540","179","201","883","81","404","8","170",NA,"3413","July 2016"
"E06000021","Stoke-On-Trent","99","103","411","105","7","834","7","286","0","140",NA,"1992","July 2016"
"E06000020","Telford & Wrekin","3","0","59","0","70","67","3","3","0","24",NA,"229","July 2016"
"E08000030","Walsall","187","38","15","40","57","82","3","24","7","32",NA,"485","July 2016"
"E10000031","Warwickshire","231","25","187","511","447","420","14","141","0","16",NA,"1992","July 2016"
"E08000031","Wolverhampton","337","34","84","53","103","312","61","60","0","0",NA,"1044","July 2016"
"E10000034","Worcestershire","322","0","446","225","326","654","10","255","0","37",NA,"2275","July 2016"
"E08000016","Barnsley","13","0","43","31","13","0","5","0","0","0",NA,"105","July 2016"
"E08000032","Bradford","0","3","92","92","2","20","0","93","7","7",NA,"316","July 2016"
"E08000033","Calderdale","6","16","17","86","170","256","9","41","0","20",NA,"621","July 2016"
"E08000017","Doncaster","36","58","6","33","44","80","24","26","0","114",NA,"421","July 2016"
"E06000011","East Riding Of Yorkshire","220","31","153","74","130","105","51","94","8","7",NA,"873","July 2016"
"E06000010","Kingston Upon Hull","167","39","115","31","43","8","2","19","0","4",NA,"428","July 2016"
"E08000034","Kirklees","43","6","63","20","212","22","0","249","0","19",NA,"634","July 2016"
"E08000035","Leeds","765","58","357","39","251","202","69","684","131","57",NA,"2613","July 2016"
"E06000012","North East Lincolnshire","80","0","153","0","0","28","23","13","31","0",NA,"328","July 2016"
"E06000013","North Lincolnshire","91","44","67","6","10","44","11","14","0","0",NA,"287","July 2016"
"E10000023","North Yorkshire","278","204","175","244","470","449","49","197","0","19",NA,"2085","July 2016"
"E08000018","Rotherham","97","0","124","31","20","30","3","56","0","25",NA,"386","July 2016"
"E08000019","Sheffield","834","16","567","89","327","1454","78","20","0","76",NA,"3461","July 2016"
"E08000036","Wakefield","5","7","23","109","192","1","20","335","6","4",NA,"702","July 2016"
"E06000014","York","2","0","0","65","243","218","7","86","351","0",NA,"972","July 2016"
"-","England","28731","7354","29511","20631","26091","36795","4676","20698","1847","4976","581","181891","July 2017"
"E06000015","Derby","2","3","60","16","18","74","16","77","3","41","0","310","July 2017"
"E10000007","Derbyshire","95","36","176","141","206","596","70","222","29","62","0","1633","July 2017"
"E06000016","Leicester","275","113","178","140","97","50","10","33","0","19","0","915","July 2017"
"E10000018","Leicestershire","302","250","186","130","254","109","5","318","1","1","0","1556","July 2017"
"E10000019","Lincolnshire","239","40","516","115","126","482","31","292","11","75","31","1958","July 2017"
"E10000021","Northamptonshire","1574","125","983","435","436","1211","75","394","0","169","0","5402","July 2017"
"E06000018","Nottingham","400","0","536","86","57","271","0","148","27","10","0","1535","July 2017"
"E10000024","Nottinghamshire","452","24","520","19","89","317","35","191","14","58","0","1719","July 2017"
"E06000017","Rutland","29","0","40","0","0","2","2","0","0","0","0","73","July 2017"
"E06000055","Bedford","12","0","33","61","27","19","0","55","0","17","0","224","July 2017"
"E10000003","Cambridgeshire","359","109","569","230","425","1131","42","235","8","28","0","3136","July 2017"
"E06000056","Central Bedfordshire","39","24","244","49","10","54","8","147","18","4","0","597","July 2017"
"E10000012","Essex","327","207","679","797","572","384","89","586","95","49","0","3785","July 2017"
"E10000015","Hertfordshire","457","126","1056","429","277","1052","202","794","0","170","0","4563","July 2017"
"E06000032","Luton","4","69","38","0","31","6","0","31","0","0","0","179","July 2017"
"E10000020","Norfolk","297","84","591","506","291","409","32","273","23","0","7","2513","July 2017"
"E06000031","Peterborough","268","28","20","12","4","68","16","35","2","19","0","472","July 2017"
"E06000033","Southend","14","95","89","11","45","18","0","35","31","0","0","338","July 2017"
"E10000029","Suffolk","157","93","191","377","226","1030","102","192","31","54","55","2508","July 2017"
"E06000034","Thurrock","44","24","105","38","36","49","66","16","0","0","0","378","July 2017"
"E09000002","Barking & Dagenham","36","34","30","0","64","3","6","40","0","7","0","220","July 2017"
"E09000003","Barnet","113","188","84","96","64","271","53","123","0","0","0","992","July 2017"
"E09000004","Bexley","6","29","45","14","31","23","6","17","0","67","0","238","July 2017"
"E09000005","Brent","51","5","206","32","123","40","20","60","8","79","0","624","July 2017"
"E09000006","Bromley","67","43","9","138","132","20","14","33","0","0","0","456","July 2017"
"E09000007","Camden","39","30","50","205","69","9","0","95","0","26","7","530","July 2017"
"E09000008","Croydon","90","79","145","92","348","11","2","83","28","108","0","986","July 2017"
"E09000009","Ealing","19","131","256","205","446","34","39","76","19","12","31","1268","July 2017"
"E09000010","Enfield","42","89","246","43","64","27","28","132","0","20","0","691","July 2017"
"E09000011","Greenwich","85","75","93","89","64","4","0","13","31","23","0","477","July 2017"
"E09000012","Hackney","101","7","59","348","106","24","12","69","0","31","0","757","July 2017"
"E09000013","Hammersmith & Fulham","8","53","139","58","101","9","8","49","0","0","33","458","July 2017"
"E09000014","Haringey","98","49","132","192","92","9","27","75","0","16","0","690","July 2017"
"E09000015","Harrow","0","72","61","137","51","47","9","27","0","10","0","414","July 2017"
"E09000016","Havering","47","2","170","0","81","0","2","52","0","0","0","354","July 2017"
"E09000017","Hillingdon","14","73","96","153","178","7","0","80","0","87","0","688","July 2017"
"E09000018","Hounslow","8","75","133","97","66","7","0","170","12","12","0","580","July 2017"
"E09000019","Islington","30","11","104","106","78","34","21","105","0","40","0","529","July 2017"
"E09000020","Kensington & Chelsea","2","0","240","0","0","12","2","0","0","25","0","281","July 2017"
"E09000021","Kingston Upon Thames","38","0","47","14","12","15","6","21","0","31","0","184","July 2017"
"E09000022","Lambeth","125","37","48","99","75","21","1","138","0","121","0","665","July 2017"
"E09000023","Lewisham","166","0","5","18","72","19","0","35","4","31","0","350","July 2017"
"E09000024","Merton","53","31","39","33","79","144","11","44","0","4","0","438","July 2017"
"E09000025","Newham","19","9","71","55","52","15","9","54","0","32","0","316","July 2017"
"E09000026","Redbridge","19","19","44","56","11","2","16","21","0","3","0","191","July 2017"
"E09000027","Richmond Upon Thames","59","39","76","25","27","60","9","70","0","0","0","365","July 2017"
"E09000028","Southwark","125","2","44","54","22","8","1","39","5","17","0","317","July 2017"
"E09000029","Sutton","7","28","21","0","49","129","1","92","0","21","0","348","July 2017"
"E09000030","Tower Hamlets","121","54","11","70","115","110","1","75","0","23","0","580","July 2017"
"E09000031","Waltham Forest","68","19","58","38","139","68","6","10","0","1","0","407","July 2017"
"E09000032","Wandsworth","2","0","95","105","39","17","43","40","0","13","0","354","July 2017"
"E09000033","Westminster","19","0","109","0","43","0","17","38","0","18","0","244","July 2017"
"E06000005","Darlington","1","6","7","4","0","34","0","7","0","0","0","59","July 2017"
"E06000047","Durham","27","0","209","15","40","51","28","55","0","77","0","502","July 2017"
"E08000037","Gateshead","4","0","46","87","55","123","14","58","0","1","0","388","July 2017"
"E06000001","Hartlepool","38","0","62","16","124","10","0","28","0","0","0","278","July 2017"
"E06000002","Middlesbrough","160","3","34","75","23","15","19","17","0","1","0","347","July 2017"
"E08000021","Newcastle Upon Tyne","0","0","96","62","31","41","0","118","0","0","0","348","July 2017"
"E08000022","North Tyneside","7","0","70","38","46","90","0","98","0","7","0","356","July 2017"
"E06000057","Northumberland","7","0","127","0","45","34","9","30","0","0","0","252","July 2017"
"E06000003","Redcar & Cleveland","173","6","35","106","60","206","17","49","0","13","0","665","July 2017"
"E08000023","South Tyneside","0","32","18","11","0","77","9","0","0","0","0","147","July 2017"
"E06000004","Stockton On Tees","88","1","23","10","56","4","0","79","0","0","0","261","July 2017"
"E08000024","Sunderland","0","31","4","8","0","0","7","21","0","5","0","76","July 2017"
"E06000008","Blackburn With Darwen","93","5","2","1","4","59","22","59","0","27","0","272","July 2017"
"E06000009","Blackpool","60","0","39","31","77","96","3","62","4","31","0","403","July 2017"
"E08000001","Bolton","76","1","221","20","19","129","0","132","0","30","0","628","July 2017"
"E08000002","Bury","189","50","134","55","115","159","12","104","15","0","0","833","July 2017"
"E06000049","Cheshire East","195","186","324","183","305","331","67","50","0","1","0","1642","July 2017"
"E06000050","Cheshire West And Chester","31","30","232","153","339","357","10","28","0","23","0","1203","July 2017"
"E10000006","Cumbria","1102","33","573","691","660","1341","51","69","0","31","0","4551","July 2017"
"E06000006","Halton","7","7","67","21","56","3","11","153","0","0","0","325","July 2017"
"E08000011","Knowsley","48","12","116","31","0","51","0","185","0","0","0","443","July 2017"
"E10000017","Lancashire","1520","248","499","594","699","649","114","375","96","103","0","4897","July 2017"
"E08000012","Liverpool","174","31","291","70","221","217","8","215","34","86","31","1378","July 2017"
"E08000003","Manchester","206","57","132","174","487","355","24","201","31","114","0","1781","July 2017"
"E08000004","Oldham","69","2","45","3","60","0","0","76","0","31","0","286","July 2017"
"E08000005","Rochdale","31","31","54","1","31","10","0","60","27","0","0","245","July 2017"
"E08000006","Salford","17","31","231","30","41","110","32","51","16","0","0","559","July 2017"
"E08000014","Sefton","26","35","267","0","41","172","19","198","31","13","0","802","July 2017"
"E08000013","St Helens","18","82","77","44","85","24","17","167","0","59","0","573","July 2017"
"E08000007","Stockport","1","4","69","361","248","316","17","13","0","49","0","1078","July 2017"
"E08000008","Tameside","14","0","52","140","274","40","0","253","0","60","27","860","July 2017"
